POA,V,I,P,Energy
117,595,7,665,332
39,600,2,235,117
39,600,2,235,117
58,548,0,11,6
58,548,0,11,6
229,602,1,141,71
229,602,1,141,71
469,584,6,539,269
469,584,6,539,269
688,568,10,922,461
688,568,10,922,461
860,579,13,1239,620
860,579,13,1239,620
962,573,15,1402,701
962,573,15,1402,701
982,563,16,1443,721
982,563,16,1443,721
915,565,15,1380,690
915,565,15,1380,690
766,572,13,1209,604
766,572,13,1209,604
468,585,3,325,162
468,585,3,325,162
274,590,6,574,287
274,590,6,574,287
62,594,2,193,96
62,594,2,193,96
169,607,1,116,58
169,607,1,116,58
433,596,5,493,246
433,596,5,493,246
697,571,10,907,453
697,571,10,907,453
864,590,13,1214,607
864,590,13,1214,607
961,580,15,1363,681
961,580,15,1363,681
977,567,15,1393,697
977,567,15,1393,697
909,567,15,1343,672
909,567,15,1343,672
759,569,13,1142,571
759,569,13,1142,571
543,588,9,830,415
543,588,9,830,415
287,597,5,523,262
287,597,5,523,262
62,599,2,180,90
62,599,2,180,90
155,605,1,103,51
155,605,1,103,51
401,610,5,530,265
401,610,5,530,265
569,594,8,793,397
569,594,8,793,397
548,627,7,730,365
548,627,7,730,365
231,634,5,504,252
231,634,5,504,252
164,609,1,120,60
164,609,1,120,60
305,634,6,578,289
305,634,6,578,289
630,599,13,1227,613
630,599,13,1227,613
474,608,9,892,446
474,608,9,892,446
242,612,6,546,273
242,612,6,546,273
54,616,2,202,101
54,616,2,202,101
35,568,0,18,9
35,568,0,18,9
205,612,1,92,46
205,612,1,92,46
310,603,7,648,324
310,603,7,648,324
536,640,5,565,283
536,640,5,565,283
769,622,7,736,368
769,622,7,736,368
919,595,14,1361,680
919,595,14,1361,680
929,579,16,1448,724
929,579,16,1448,724
885,572,15,1356,678
885,572,15,1356,678
733,579,13,1189,594
733,579,13,1189,594
483,589,9,900,450
483,589,9,900,450
270,618,6,558,279
270,618,6,558,279
56,617,2,217,109
56,617,2,217,109
0,550,0,13,6
0,550,0,13,6
69,571,0,19,10
69,571,0,19,10
259,627,2,153,77
259,627,2,153,77
499,595,6,571,285
499,595,6,571,285
722,578,10,972,486
722,578,10,972,486
893,590,13,1262,631
893,590,13,1262,631
994,576,15,1418,709
994,576,15,1418,709
1014,564,16,1446,723
1014,564,16,1446,723
947,573,15,1394,697
947,573,15,1394,697
800,576,13,1212,606
800,576,13,1212,606
582,584,10,917,458
582,584,10,917,458
318,606,4,386,193
318,606,4,386,193
69,573,1,87,43
69,573,1,87,43
70,552,0,14,7
70,552,0,14,7
249,613,2,155,77
249,613,2,155,77
477,582,6,530,265
477,582,6,530,265
693,575,10,915,457
693,575,10,915,457
864,597,12,1197,598
864,597,12,1197,598
967,585,14,1352,676
967,585,14,1352,676
984,575,15,1385,692
984,575,15,1385,692
911,569,14,1304,652
911,569,14,1304,652
757,576,11,1035,517
757,576,11,1035,517
538,591,9,882,441
538,591,9,882,441
269,608,4,381,191
269,608,4,381,191
46,604,2,234,117
46,604,2,234,117
71,552,0,13,7
71,552,0,13,7
239,626,2,197,98
239,626,2,197,98
421,588,5,502,251
421,588,5,502,251
690,580,10,903,451
690,580,10,903,451
863,590,13,1198,599
863,590,13,1198,599
969,582,14,1330,665
969,582,14,1330,665
988,585,15,1415,708
988,585,15,1415,708
917,586,14,1328,664
917,586,14,1328,664
765,582,12,1171,585
765,582,12,1171,585
550,592,6,626,313
550,592,6,626,313
295,606,5,481,240
295,606,5,481,240
67,592,1,135,67
67,592,1,135,67
32,543,0,6,3
32,543,0,6,3
58,596,1,68,34
58,596,1,68,34
133,615,1,128,64
133,615,1,128,64
337,644,2,215,107
337,644,2,215,107
525,652,4,418,209
525,652,4,418,209
483,616,7,662,331
483,616,7,662,331
435,615,11,1088,544
435,615,11,1088,544
418,618,11,1060,530
418,618,11,1060,530
306,628,3,330,165
306,628,3,330,165
206,627,3,319,159
206,627,3,319,159
135,622,6,614,307
135,622,6,614,307
38,586,1,73,36
38,586,1,73,36
77,588,0,40,20
77,588,0,40,20
181,647,4,396,198
181,647,4,396,198
174,635,3,330,165
174,635,3,330,165
187,640,3,309,154
187,640,3,309,154
250,644,3,344,172
250,644,3,344,172
265,642,4,377,189
265,642,4,377,189
227,644,4,367,183
227,644,4,367,183
212,613,1,111,56
212,613,1,111,56
177,645,8,838,419
177,645,8,838,419
89,638,5,518,259
89,638,5,518,259
18,617,2,153,76
18,617,2,153,76
0,555,0,7,4
0,555,0,7,4
234,619,1,127,63
234,619,1,127,63
490,611,7,660,330
490,611,7,660,330
675,615,9,896,448
675,615,9,896,448
673,622,13,1323,662
673,622,13,1323,662
411,619,9,850,425
411,619,9,850,425
508,631,6,573,287
508,631,6,573,287
472,606,12,1149,574
472,606,12,1149,574
280,628,2,221,110
280,628,2,221,110
240,632,4,416,208
240,632,4,416,208
182,625,4,395,197
182,625,4,395,197
62,613,2,153,77
62,613,2,153,77
0,550,0,15,7
0,550,0,15,7
82,586,0,30,15
82,586,0,30,15
295,639,2,239,119
295,639,2,239,119
550,608,8,742,371
550,608,8,742,371
770,602,12,1179,589
770,602,12,1179,589
938,607,15,1482,741
938,607,15,1482,741
1034,587,17,1596,798
1034,587,17,1596,798
1049,574,17,1610,805
1049,574,17,1610,805
980,580,17,1549,775
980,580,17,1549,775
830,581,15,1376,688
830,581,15,1376,688
611,600,11,1077,538
611,600,11,1077,538
347,616,7,700,350
347,616,7,700,350
85,625,3,276,138
85,625,3,276,138
0,558,0,17,8
0,558,0,17,8
84,594,0,33,16
84,594,0,33,16
269,643,2,251,126
269,643,2,251,126
524,605,6,586,293
524,605,6,586,293
751,587,12,1117,559
751,587,12,1117,559
920,591,15,1403,701
920,591,15,1403,701
1019,576,16,1517,758
1019,576,16,1517,758
1035,570,17,1560,780
1035,570,17,1560,780
965,571,17,1529,764
965,571,17,1529,764
814,576,14,1310,655
814,576,14,1310,655
596,596,10,983,491
596,596,10,983,491
334,611,7,679,340
334,611,7,679,340
81,619,3,268,134
81,619,3,268,134
0,561,0,18,9
0,561,0,18,9
84,582,0,29,15
84,582,0,29,15
268,634,2,233,117
268,634,2,233,117
528,597,7,672,336
528,597,7,672,336
742,587,11,1066,533
742,587,11,1066,533
863,590,14,1330,665
863,590,14,1330,665
993,572,16,1472,736
993,572,16,1472,736
1009,566,17,1520,760
1009,566,17,1520,760
880,568,16,1462,731
880,568,16,1462,731
561,576,14,1284,642
561,576,14,1284,642
331,600,11,1022,511
331,600,11,1022,511
164,608,7,643,322
164,608,7,643,322
53,580,1,67,33
53,580,1,67,33
69,600,1,60,30
69,600,1,60,30
201,619,2,208,104
201,619,2,208,104
433,629,5,548,274
433,629,5,548,274
656,592,9,883,441
656,592,9,883,441
846,588,14,1295,648
846,588,14,1295,648
932,571,15,1391,696
932,571,15,1391,696
852,566,16,1437,718
852,566,16,1437,718
716,577,16,1453,727
716,577,16,1453,727
695,583,13,1262,631
695,583,13,1262,631
507,600,7,715,358
507,600,7,715,358
258,608,6,590,295
258,608,6,590,295
60,604,3,245,123
60,604,3,245,123
0,543,0,14,7
0,543,0,14,7
41,613,1,89,45
41,613,1,89,45
200,608,1,62,31
200,608,1,62,31
228,646,3,269,134
228,646,3,269,134
388,647,4,417,208
388,647,4,417,208
329,639,3,312,156
329,639,3,312,156
285,639,3,352,176
285,639,3,352,176
223,644,3,319,159
223,644,3,319,159
170,633,2,216,108
170,633,2,216,108
65,631,2,241,120
65,631,2,241,120
22,583,0,33,16
22,583,0,33,16
37,552,0,9,5
37,552,0,9,5
50,594,1,48,24
50,594,1,48,24
144,645,3,309,155
144,645,3,309,155
253,638,3,274,137
253,638,3,274,137
409,656,6,603,302
409,656,6,603,302
331,637,8,839,420
331,637,8,839,420
279,638,4,419,210
279,638,4,419,210
433,633,5,494,247
433,633,5,494,247
191,643,4,370,185
191,643,4,370,185
136,637,2,227,113
136,637,2,227,113
110,622,1,138,69
110,622,1,138,69
49,604,1,84,42
49,604,1,84,42
0,582,0,32,16
0,582,0,32,16
86,591,0,35,18
86,591,0,35,18
305,627,3,269,135
305,627,3,269,135
536,608,8,762,381
536,608,8,762,381
739,601,12,1182,591
739,601,12,1182,591
887,597,15,1396,698
887,597,15,1396,698
937,594,13,1238,619
937,594,13,1238,619
1007,620,14,1361,680
1007,620,14,1361,680
973,572,17,1593,797
973,572,17,1593,797
785,581,15,1395,697
785,581,15,1395,697
565,610,9,847,424
565,610,9,847,424
333,610,7,723,361
333,610,7,723,361
92,626,3,305,152
92,626,3,305,152
0,564,0,15,7
0,564,0,15,7
286,590,0,37,18
286,590,0,37,18
550,653,3,311,155
550,653,3,311,155
773,588,5,502,251
773,588,5,502,251
774,581,13,1181,590
774,581,13,1181,590
609,572,16,1509,754
609,572,16,1509,754
748,597,10,981,491
748,597,10,981,491
712,587,8,752,376
712,587,8,752,376
520,569,16,1481,740
520,569,16,1481,740
471,595,10,1003,502
471,595,10,1003,502
192,601,5,472,236
192,601,5,472,236
67,619,7,662,331
67,619,7,662,331
0,621,3,338,169
0,621,3,338,169
0,546,0,13,6
0,546,0,13,6
108,588,1,51,25
108,588,1,51,25
244,641,4,394,197
244,641,4,394,197
395,627,3,293,146
395,627,3,293,146
435,622,5,504,252
435,622,5,504,252
483,628,7,680,340
483,628,7,680,340
463,621,5,538,269
463,621,5,538,269
314,596,14,1332,666
314,596,14,1332,666
423,607,6,570,285
423,607,6,570,285
282,624,7,714,357
282,624,7,714,357
190,623,6,601,300
190,623,6,601,300
67,596,2,181,90
67,596,2,181,90
0,601,1,120,60
0,601,1,120,60
0,561,0,29,14
0,561,0,29,14
150,571,0,23,11
150,571,0,23,11
272,639,3,258,129
272,639,3,258,129
536,620,2,218,109
536,620,2,218,109
568,630,5,511,255
568,630,5,511,255
612,605,12,1153,577
612,605,12,1153,577
353,620,8,756,378
353,620,8,756,378
524,621,8,773,386
524,621,8,773,386
470,613,7,699,349
470,613,7,699,349
204,604,5,485,243
204,604,5,485,243
139,604,1,96,48
139,604,1,96,48
55,630,2,155,77
55,630,2,155,77
1,618,4,427,214
1,618,4,427,214
0,567,0,22,11
0,567,0,22,11
316,589,0,38,19
316,589,0,38,19
558,596,3,318,159
558,596,3,318,159
753,594,8,774,387
753,594,8,774,387
896,571,13,1229,615
896,571,13,1229,615
989,568,16,1501,751
989,568,16,1501,751
880,552,18,1628,814
880,552,18,1628,814
855,589,18,1676,838
855,589,18,1676,838
794,607,13,1272,636
794,607,13,1272,636
529,575,16,1456,728
529,575,16,1456,728
229,581,13,1202,601
229,581,13,1202,601
54,606,9,865,432
54,606,9,865,432
1,613,3,335,168
1,613,3,335,168
0,553,0,20,10
0,553,0,20,10
317,590,0,38,19
317,590,0,38,19
532,601,4,348,174
532,601,4,348,174
793,613,8,827,414
793,613,8,827,414
957,587,13,1238,619
957,587,13,1238,619
1052,605,16,1540,770
1052,605,16,1540,770
974,566,18,1622,811
974,566,18,1622,811
790,572,18,1686,843
790,572,18,1686,843
701,606,17,1676,838
701,606,17,1676,838
606,593,14,1364,682
606,593,14,1364,682
360,598,13,1224,612
360,598,13,1224,612
108,604,9,861,430
108,604,9,861,430
1,612,3,303,151
1,612,3,303,151
0,563,0,23,12
0,563,0,23,12
335,588,0,32,16
335,588,0,32,16
583,604,4,347,173
583,604,4,347,173
803,596,8,803,401
803,596,8,803,401
965,574,13,1213,606
965,574,13,1213,606
979,571,16,1501,751
979,571,16,1501,751
893,554,18,1641,820
893,554,18,1641,820
979,580,10,991,495
979,580,10,991,495
739,552,18,1646,823
739,552,18,1646,823
458,551,17,1501,750
458,551,17,1501,750
172,569,14,1308,654
172,569,14,1308,654
52,584,5,441,221
52,584,5,441,221
55,555,0,17,8
55,555,0,17,8
131,613,1,115,58
131,613,1,115,58
280,630,2,161,81
280,630,2,161,81
436,639,3,276,138
436,639,3,276,138
412,648,4,395,198
412,648,4,395,198
415,628,7,731,366
415,628,7,731,366
427,634,6,651,326
427,634,6,651,326
528,624,4,386,193
528,624,4,386,193
481,602,12,1200,600
481,602,12,1200,600
178,615,9,857,429
178,615,9,857,429
44,616,9,937,469
44,616,9,937,469
0,605,2,146,73
0,605,2,146,73
0,577,1,50,25
0,577,1,50,25
179,572,0,25,13
179,572,0,25,13
570,607,1,78,39
570,607,1,78,39
792,612,8,840,420
792,612,8,840,420
890,576,13,1216,608
890,576,13,1216,608
926,562,18,1625,813
926,562,18,1625,813
944,645,16,1678,839
944,645,16,1678,839
938,608,10,1022,511
938,608,10,1022,511
757,578,12,1170,585
757,578,12,1170,585
480,585,13,1230,615
480,585,13,1230,615
236,609,5,466,233
236,609,5,466,233
72,641,4,435,218
72,641,4,435,218
1,615,2,150,75
1,615,2,150,75
0,538,0,10,5
0,538,0,10,5
345,595,0,43,22
345,595,0,43,22
593,623,4,378,189
593,623,4,378,189
811,603,9,832,416
811,603,9,832,416
971,588,14,1281,641
971,588,14,1281,641
1062,577,17,1564,782
1062,577,17,1564,782
1074,579,16,1517,758
1074,579,16,1517,758
1006,590,18,1676,838
1006,590,18,1676,838
862,578,18,1668,834
862,578,18,1668,834
611,573,15,1408,704
611,573,15,1408,704
219,579,12,1106,553
219,579,12,1106,553
63,612,5,459,230
63,612,5,459,230
1,612,2,222,111
1,612,2,222,111
0,551,0,22,11
0,551,0,22,11
238,599,1,63,32
238,599,1,63,32
499,631,3,325,163
499,631,3,325,163
783,626,5,468,234
783,626,5,468,234
954,585,13,1206,603
954,585,13,1206,603
1013,580,16,1474,737
1013,580,16,1474,737
880,559,18,1644,822
880,559,18,1644,822
958,582,14,1284,642
958,582,14,1284,642
749,578,4,414,207
749,578,4,414,207
564,614,15,1479,739
564,614,15,1479,739
321,598,4,341,170
321,598,4,341,170
127,606,7,721,360
127,606,7,721,360
1,605,2,197,98
1,605,2,197,98
0,565,0,35,18
0,565,0,35,18
360,586,0,34,17
360,586,0,34,17
615,609,4,364,182
615,609,4,364,182
838,592,9,828,414
838,592,9,828,414
1002,580,13,1250,625
1002,580,13,1250,625
1097,583,16,1525,762
1097,583,16,1525,762
1110,565,18,1652,826
1110,565,18,1652,826
1041,575,18,1671,836
1041,575,18,1671,836
896,566,18,1622,811
896,566,18,1622,811
683,572,16,1430,715
683,572,16,1430,715
426,586,12,1142,571
426,586,12,1142,571
142,597,8,745,373
142,597,8,745,373
2,608,3,300,150
2,608,3,300,150
0,560,0,29,15
0,560,0,29,15
178,593,1,51,25
178,593,1,51,25
376,646,2,233,116
376,646,2,233,116
754,637,4,460,230
754,637,4,460,230
958,605,9,896,448
958,605,9,896,448
1051,568,17,1521,761
1051,568,17,1521,761
1069,550,18,1606,803
1069,550,18,1606,803
995,550,18,1602,801
995,550,18,1602,801
765,550,17,1519,760
765,550,17,1519,760
262,576,6,595,298
262,576,6,595,298
75,580,4,380,190
75,580,4,380,190
32,558,0,19,9
32,558,0,19,9
59,607,1,76,38
59,607,1,76,38
111,622,2,186,93
111,622,2,186,93
187,625,2,202,101
187,625,2,202,101
228,613,1,123,62
228,613,1,123,62
204,635,3,286,143
204,635,3,286,143
241,635,3,303,151
241,635,3,303,151
303,644,3,332,166
303,644,3,332,166
198,651,4,375,188
198,651,4,375,188
144,600,1,83,42
144,600,1,83,42
116,616,1,99,50
116,616,1,99,50
46,600,1,62,31
46,600,1,62,31
1,602,1,73,37
1,602,1,73,37
0,542,0,9,4
0,542,0,9,4
350,598,1,58,29
350,598,1,58,29
573,621,4,409,205
573,621,4,409,205
720,598,6,547,273
720,598,6,547,273
692,623,7,672,336
692,623,7,672,336
720,643,13,1352,676
720,643,13,1352,676
835,622,10,971,485
835,622,10,971,485
582,608,14,1330,665
582,608,14,1330,665
403,614,9,888,444
403,614,9,888,444
308,621,9,900,450
308,621,9,900,450
109,626,8,758,379
109,626,8,758,379
50,628,4,364,182
50,628,4,364,182
1,624,2,233,116
1,624,2,233,116
0,577,0,30,15
0,577,0,30,15
308,614,1,63,32
308,614,1,63,32
572,635,3,272,136
572,635,3,272,136
796,610,8,764,382
796,610,8,764,382
825,610,12,1206,603
825,610,12,1206,603
839,648,11,1190,595
839,648,11,1190,595
764,629,13,1299,650
764,629,13,1299,650
770,624,6,651,326
770,624,6,651,326
785,614,10,952,476
785,614,10,952,476
562,619,10,1004,502
562,619,10,1004,502
377,616,13,1322,661
377,616,13,1322,661
136,638,8,870,435
136,638,8,870,435
2,633,4,373,187
2,633,4,373,187
0,583,0,28,14
0,583,0,28,14
355,613,0,37,18
355,613,0,37,18
623,650,3,305,153
623,650,3,305,153
843,611,9,908,454
843,611,9,908,454
1007,595,14,1354,677
1007,595,14,1354,677
1101,619,14,1397,699
1101,619,14,1397,699
1112,609,17,1672,836
1112,609,17,1672,836
1038,614,14,1385,692
1038,614,14,1385,692
887,578,18,1684,842
887,578,18,1684,842
667,594,5,465,233
667,594,5,465,233
402,593,13,1264,632
402,593,13,1264,632
127,630,7,752,376
127,630,7,752,376
2,630,3,344,172
2,630,3,344,172
0,581,0,28,14
0,581,0,28,14
350,614,0,43,21
350,614,0,43,21
589,629,4,362,181
589,629,4,362,181
760,608,9,897,449
760,608,9,897,449
848,583,14,1313,657
848,583,14,1313,657
811,600,10,969,484
811,600,10,969,484
795,585,17,1573,786
795,585,17,1573,786
878,582,14,1288,644
878,582,14,1288,644
623,598,11,1060,530
623,598,11,1060,530
381,620,11,1121,560
381,620,11,1121,560
188,613,5,500,250
188,613,5,500,250
71,620,5,488,244
71,620,5,488,244
2,624,3,295,148
2,624,3,295,148
0,588,0,42,21
0,588,0,42,21
367,611,0,42,21
367,611,0,42,21
616,639,4,406,203
616,639,4,406,203
834,599,9,849,424
834,599,9,849,424
996,579,14,1282,641
996,579,14,1282,641
1089,575,17,1537,768
1089,575,17,1537,768
1050,587,18,1677,839
1050,587,18,1677,839
797,595,18,1687,844
797,595,18,1687,844
650,587,4,412,206
650,587,4,412,206
578,618,14,1388,694
578,618,14,1388,694
393,605,5,444,222
393,605,5,444,222
108,624,8,830,415
108,624,8,830,415
2,620,2,224,112
2,620,2,224,112
0,546,0,10,5
0,546,0,10,5
346,615,1,64,32
346,615,1,64,32
608,634,4,384,192
608,634,4,384,192
823,603,9,845,423
823,603,9,845,423
983,594,13,1228,614
983,594,13,1228,614
1076,579,17,1534,767
1076,579,17,1534,767
1088,561,18,1642,821
1088,561,18,1642,821
982,576,18,1676,838
982,576,18,1676,838
790,576,18,1629,814
790,576,18,1629,814
657,585,17,1623,812
657,585,17,1623,812
407,596,12,1157,578
407,596,12,1157,578
124,608,8,809,405
124,608,8,809,405
3,620,3,343,171
3,620,3,343,171
0,585,0,33,16
0,585,0,33,16
374,601,0,39,20
374,601,0,39,20
626,634,4,421,210
626,634,4,421,210
846,609,9,889,444
846,609,9,889,444
1008,590,14,1321,661
1008,590,14,1321,661
1102,577,17,1582,791
1102,577,17,1582,791
1115,587,18,1677,838
1115,587,18,1677,838
1045,596,17,1670,835
1045,596,17,1670,835
899,569,18,1640,820
899,569,18,1640,820
684,574,16,1490,745
684,574,16,1490,745
422,583,13,1179,589
422,583,13,1179,589
144,607,8,802,401
144,607,8,802,401
4,615,4,360,180
4,615,4,360,180
0,581,0,29,14
0,581,0,29,14
365,612,0,46,23
365,612,0,46,23
610,639,4,408,204
610,639,4,408,204
826,604,9,836,418
826,604,9,836,418
987,579,13,1257,628
987,579,13,1257,628
1081,571,16,1504,752
1081,571,16,1504,752
1094,558,18,1626,813
1094,558,18,1626,813
1026,557,18,1656,828
1026,557,18,1656,828
881,556,18,1569,784
881,556,18,1569,784
671,572,15,1391,695
671,572,15,1391,695
419,583,12,1150,575
419,583,12,1150,575
149,599,8,779,390
149,599,8,779,390
4,605,4,352,176
4,605,4,352,176
0,569,0,29,15
0,569,0,29,15
360,604,0,45,23
360,604,0,45,23
603,631,4,404,202
603,631,4,404,202
815,599,9,829,414
815,599,9,829,414
972,581,13,1246,623
972,581,13,1246,623
1059,569,16,1471,735
1059,569,16,1471,735
1066,558,18,1598,799
1066,558,18,1598,799
989,553,18,1616,808
989,553,18,1616,808
836,554,17,1555,778
836,554,17,1555,778
616,565,15,1368,684
616,565,15,1368,684
358,570,12,1080,540
358,570,12,1080,540
110,586,8,715,358
110,586,8,715,358
3,597,3,309,154
3,597,3,309,154
0,571,0,38,19
0,571,0,38,19
353,616,1,75,37
353,616,1,75,37
591,627,4,371,185
591,627,4,371,185
800,589,8,771,386
800,589,8,771,386
949,573,13,1155,578
949,573,13,1155,578
1030,573,16,1429,714
1030,573,16,1429,714
1033,562,17,1532,766
1033,562,17,1532,766
957,552,18,1555,778
957,552,18,1555,778
804,557,16,1476,738
804,557,16,1476,738
580,558,14,1290,645
